"id","type","latitude","longitude","name","price"
"332","rent","51.5236","-0.0548","Stylish room in trendy Bethnal Green heart of East",""
"333","rent","51.62851","-0.16811","Beautiful Family Home North London","116.0"
"334","sale","51.42576","-0.20537","Great Quirky Twin room in Wimbledon","55.0"
"335","rent","51.4247","-0.20213","Comfy Master Twin Room in Wimbledon","55.0"
"336","sale","51.42418","-0.2068","Comfy B&B with Wifi & TV Wimbledon","55.0"
"337","rent","51.42494","-0.20591","Fun Summer Garden Room - Wimbledon","52.0"
"338","sale","51.49249","-0.20608","Entire flat in Kensigton -Very Central",""
"339","sale","51.54474","-0.06352","Exceptional garden maisonette","185.0"
"340","rent","51.52442","-0.36555","Luxury single room",""
"341","sale","51.46713","-0.15062","Two Bedroom Riverside Apartment","246.0"
"342","sale","51.54339","-0.02672","August in east London",""
"343","rent","51.46104","-0.01957","Lovely home-excellent location-Z2","34.0"
"344","rent","51.45919","-0.11971","ATTRACTIVE FLAT WITH ROOMS 4 RENTAL","28.0"
"345","sale","51.49055","-0.11158","En-suite room in modern 2 bed flat",""
"346","rent","51.47537","-0.16432","Double bedroom overlooking garden","51.0"
"347","sale","51.47503","-0.1624","Stylish 2-bedroom garden flat with antique charm","329.0"
"348","sale","51.52735687858332","-0.0764634472959262","Apartment in Shoreditch - Zone 1","238.0"
"349","sale","51.53555","-0.07516","East London flat on the Canal","55.0"
"350","rent","51.46979","-0.14133","Double Room in Penthouse Flat","135.0"
"351","rent","51.54772","0.04421","3 MASTER BEDROOMS! READ DESCRIPTION",""
"352","rent","51.53035","-0.11272","A Unique & Spacious Urban Sanctuary","600.0"
"353","rent","51.55306","0.00929","Double Room in lovely family home","56.0"
"354","sale","51.61742","-0.02397","Clean Bright Large Double-Chingford",""
"355","sale","51.52479","-0.36186","HOUSE -WEST LONDON -EALING FREE PARKING (6 guests)",""
"356","sale","51.49157","-0.04454","Nice Room Near Park and The Thames",""
"357","rent","51.51512","-0.20814","Brand New contemporary mews house",""
"358","sale","51.53896","-0.13997","Camden Town Pensione Central London",""
"359","sale","51.58582","-0.01661","Bridgerton inspired cottage core apartment","91.0"
"360","sale","51.49593","-0.06868","........",""
"361","sale","51.53518","-0.20319","LOVELY 2 Bed Apartment","144.0"
"362","rent","51.54573","-0.06945","Room with balcony in the heart of Dalston",""
"363","rent","51.51484","-0.11229","Trendy and very central 1 bedroom","166.0"
"364","rent","51.48124","-0.0097","Great 2bedroom apartment in Greenwich Heart","261.0"
"365","rent","51.5063","-0.03986","BETHNL GREEN DOUBLE ROOM CLOSE TUBE",""
"366","rent","51.46781","-0.09836","Lovely double room with ensuite bath near Brixton","2000.0"
"367","rent","51.40368","-0.09263","Comfortable room to stay in London.","36.0"
"368","rent","51.57684","-0.07749","Short let - 16 July - 26 Aug 250pw",""
"369","sale","51.54533","-0.0636","Olympic Rental - Designer Flat",""
"370","rent","51.53368","-0.212","Bright 2 Bed Flat by Queens Park",""
"371","sale","51.41583","-0.14898","Triple room for cheap price in London","63.0"
"372","sale","51.41795","-0.30511","Cosy Double Room Central Kingston SW London",""
"373","rent","51.53127","-0.07367","Fantastic room in Shoreditch/Hoxton","65.0"
"374","sale","51.50049","-0.09027","London Bridge spacious apartment","115.0"
"375","sale","51.4645","-0.08651","Denmark Hill - Sabbaticals/Holidays","145.0"
"376","rent","51.49449","-0.13309","Luxury Central London Apartment - Private Entrance","124.0"
"377","sale","51.50972","0.11894","Olympic Period only - Double-Room","74.0"
"378","sale","51.53171","-0.0612","Bright Spacious 2-Bed - Victorian School E2",""
"379","rent","51.60716","-0.00254","Contemporary house London E4",""
"380","rent","51.60599","-0.00398","Modern 3 Bd Hse E4 close to city",""
"381","sale","51.48652","-0.11113","Stylish Central London Apartment","162.0"
"382","sale","51.54781","-0.05726","Double bedroom near Olympic village",""
"383","sale","51.5916","0.01425","Close  Westfields overlooks forest",""
"384","rent","51.57062","0.00709","Great room. Brilliant transport links. Parking",""
"385","sale","51.50181","-0.10009","Central flat  Bankside  London Bridge Tate Modern","149.0"
"386","rent","51.55572","-0.16257","2 Rooms  20  minutes to stadium",""
"387","sale","51.53808","-0.20918","A lovely one bedroom garden flat!!",""
"388","sale","51.57838","-0.12393","2bed Penthouse N8 London - Wifi",""
"389","rent","51.54548","-0.16365","Charming loft in NW3 mews close Belsize Park tube","114.0"
"390","rent","51.54609","-0.20163","Large Double room private bath near Kilburn tube",""
"391","sale","51.53188","-0.07372","Self-contained artist's apartment",""
"392","sale","51.45436","-0.14011","Double bedroom in Clapham house",""
"393","rent","51.46826","-0.00482","Blackheath London house (greenwich)","401.0"
"394","sale","51.45443","-0.14173","Beautiful flat overlooking Clapham Common","160.0"
"395","sale","51.55909","-0.09871","En-suite room Arsenal/Highbury","88.0"
"396","rent","51.55914","-0.09836","Boutique house in Arsenal/Highbury","298.0"
"397","sale","51.5477024","-0.0066393","RARE FIND Designer Top Floor Flat In East Village","111.0"
"398","sale","51.44742","-0.16106","Self-Contained Lovely Modern Flat (Own space)","175.0"
"399","rent","51.52046","-0.07406","Penthouse loft London's trendiest area","199.0"
"400","sale","51.64647","-0.04247","studio",""
"401","rent","51.53113","-0.11581","Beautiful 1 bed flat-great location",""
"402","rent","51.4985","-0.08326","Great 2 bed flat: trendy Bermondsey","131.0"
"403","sale","51.4975","-0.21432","Chic apartment in Kensington Olympia","155.0"
"404","sale","51.53781","-0.00019","Walk to the Olympic Stadium!","109.0"
"405","rent","51.50679","-0.23242","Beautiful 4-bedroom Family Home W12",""
"406","rent","51.50085","0.03044","Riverside Docklands 2 Bed Excel/O2",""
"407","sale","51.53841","-0.05846","Modern Park View 1 Bed Flat by Broadway Market",""
"408","rent","51.46837","0.03771","Bright Twin room in family home",""
"409","rent","51.47789","-0.39478","Private Log Cabin - Close to airport and metro","36.0"
"410","rent","51.55111","-0.16559","Trendy Loft in Belsize Park",""
"411","sale","51.47695","-0.14199","Stylish flat by Battersea Power Station","119.0"
"412","sale","51.44878","-0.05803","Stunning London House- 6 to14 pers",""
"413","rent","51.4891","-0.11592","Central-light-spacious-lovely-room",""
"414","rent","51.57895","-0.07607","New beautiful En Suite in south Tottenham","48.0"
"415","rent","51.567997573832336","-0.0061942999999999","Double bedroom in East London","76.0"
"416","sale","51.4514","-0.0044","Comfortable single room in tranquil neighbourhood","36.0"
"417","rent","51.49423","-0.11765","chez Guinevere: a quiet secure Central London flat","160.0"
"418","rent","51.42622","-0.07878","Spacious Flat in Crystal Palace",""
"419","sale","51.65545","-0.03265","Double bedroom+ 24 hr internet &Sky",""
"420","sale","51.548141","-0.084165","Bright double & workspace in spacious garden flat","48.0"
"421","sale","51.44828","-0.0373","Sunny double room/balcony/shower/wc","55.0"
"422","rent","51.50359","-0.23904","Sunny en suite loft Shepherds Bush","60.0"
"423","rent","51.48793","0.09929","Newly furnished double bedroom",""
"424","rent","51.50647","-0.00451","Luxury Riverview 2bed flat",""
"425","sale","51.48956","-0.21078","Kensington Flat During Olympics",""
"426","rent","51.44179","-0.13233","Cosy Victorian House",""
"427","sale","51.52703","-0.07357","Twin Room in Shoreditch","49.0"
"428","sale","51.52221","-0.21734","Modern & bright  near Portobello market","110.0"
"429","rent","51.44151","-0.17418","Lovely 3 bed family in leafy London",""
"430","sale","51.47181","-0.1575","Spacious place in Battersea","96.0"
"431","sale","51.52483","0.02856","Room to let for short stay","60.0"
"432","rent","51.521652","-0.074497","Penthouse with rooftop balcony","320.0"
"433","rent","51.54778","-0.10427","Stretch out on the Corner Sofa at a Plant-Filled Getaway","114.0"
"434","sale","51.40812","-0.21286","Peaceful retreat  to Central London","45.0"
"435","rent","51.6564","-0.09304","Single room North London","36.0"
"436","rent","51.50895","-0.3252","Double Room In Bright Apartment in West London",""
"437","sale","51.48875","-0.10934","Stunning views over Central London!","145.0"
"438","rent","51.51184","-0.18744","3 Bedroom apartment in Bayswater","220.0"
"439","rent","51.43889","-0.12283","Cosy room in shared Edwardian house","42.0"
"440","sale","51.5956","-0.02607","3 bed house Walthamstow Lloyd Park",""
"441","rent","51.47936","-0.25932","Comfy 2 Double Bed Garden Flat near the Thames",""
"442","sale","51.55239","-0.03935","4 db rooms – 10 min wal to Olympics",""
"443","rent","51.53441","-0.00439","Double Bedroom with Private Bathroom",""
"444","sale","51.522592504739606","-0.1388825892063191","'Vie de Boheme' in Central London","118.0"
"445","rent","51.53438","-0.20424","Lovely bright room in Queen's Park","78.0"
"446","rent","51.54207","-0.15894","Still the green side of Camden - Primrose Hill","100.0"
"447","sale","51.5476","-0.0732","Luxury 2 bed flat in Dalston Square",""
"448","sale","51.54941","-0.23262","Double room in lovely north London flat","41.0"
"449","rent","51.57874","-0.07779","lovely private attic room with road and sky view","38.0"
"450","sale","51.51612","-0.19557","Stunning Oversized 3 bedroom Flat in Notting Hill","370.0"
"451","rent","51.52728","-0.0725","2-bed garden house in Shoreditch","221.0"
"452","rent","51.4616","-0.01963","Victorian house during olympic stay",""
"453","rent","51.54805","-0.06709","Bauhaus Apartment Dalston",""
"454","rent","51.53493","-0.10135","Beautiful Historic 3 bedroom House Angel Islington","356.0"
"455","rent","51.52661","-0.33616","GREAT VALUE ROOM- SAVE £££££","42.0"
"456","rent","51.59109","-0.03693","Homely East London Accomodation",""
"457","sale","51.64683","-0.20686","B&B with en-suite shower in a friendly family home","56.0"
"458","sale","51.54437","-0.1014","Islington Haven with Olympic links",""
"459","sale","51.60066","0.0367","London house rental sleeps 6/7",""
"460","rent","51.51732","-0.2005","Notting Hill penthouse - 2 double bedroom","218.0"
"461","sale","51.55654","-0.195","Large bright dbl rm w-hampstead-1","54.0"
"462","rent","51.45331","-0.05516","Pretty 3 bed family home",""
"463","sale","51.54583","-0.165","Self-catering room in Belsize Park","64.0"
"464","sale","51.48424","0.02884","Сдается комната на время олимпиады",""
"465","rent","51.41787","-0.19381","Wimbledon -Double Room in Wimbledon",""
"466","sale","51.50691","-0.24924","Twin Bed Room -  Acton/Shepherds Bush (SGL or DBL)","52.0"
"467","rent","51.516","-0.28141","Amazing Double Room In London","60.0"
"468","rent","51.48674","-0.20301","West Kensington/Barons Court zone 2","44.0"
"469","sale","51.52257","-0.16169","*Modern Apt. in Fantastic Location*",""
"470","rent","51.49695","-0.13888","LUXURY APT. NEAR BUCKINGHAM PALACE","901.0"
"471","rent","51.48021","-0.10533","Coming to London for the Olympics?",""
"472","rent","51.55539","-0.04552","Victorian family home. Sleeps 6-8",""
"473","sale","51.48577","-0.11935","Experience London in amazing reconverted Gin house","417.0"
"474","sale","51.51415252685547","-0.1763579994440078","Elegant Paddington Penthouse 2 Bedroom 3 Bathroom","358.0"
"475","sale","51.45724","-0.10893","Double bedroom in South West London","65.0"
"476","rent","51.52297","-0.16402","Marylebone 2-bed 2-bath apartment",""
"477","sale","51.45535","-0.10808","Cosy Flat in South West London","100.0"
"478","rent","51.54637","-0.25157","Big Bright room with your own private garden 2 use",""
"479","rent","51.50087","-0.08743","Penthouse Apartment London Bridge",""
"480","rent","51.42662","-0.14501","Boutique style Bedroom with private bathroom","55.0"
"481","sale","51.49389","-0.18615","1 bedroom in a 2 bedroom flat in south kensington","80.0"
"482","rent","51.55397","-0.08866","Islington 2-bedroom family friendly flat",""
"483","sale","51.46636","-0.12726","Spacious Double Bedroom in Clapham",""
"484","sale","51.57193","0.00402","Sunny and spacious double room.",""
"485","sale","51.5472","-0.13589","Comfortable Victorian flat Camden","128.0"
"486","sale","51.54136","-0.10452","Upper St. flat (Angel/Highbury& Islington)","86.0"
"487","rent","51.53372","-0.0355","Private Room Close To Brick Lane","31.0"
"488","sale","51.53964","-0.08616","*Great 2-bed flat near city centre*","143.0"
"489","rent","51.52195","0.02059","Recently refurbished flat in East London",""
"490","rent","51.46746","-0.08166","Entire garden apartment in S London","76.0"
"491","rent","51.44769","-0.12121","Blue Room in Classic London Townhouse - Zone 2","98.0"
"492","sale","51.54909","-0.03026","Olympics 5min walk whole house",""
"493","rent","51.52884","-0.08339","2 bedrooms flat in Shoreditch","212.0"
"494","rent","51.59867","-0.13772","Beautiful Family Home in Alexandra Palace","189.0"
"495","sale","51.54169","-0.02382","Artistic warehouse by Olympic site.",""
"496","sale","51.46967","-0.07303","Self contained modern flat w garden",""
"497","rent","51.50202","-0.10754","275 sq m | Waterloo | Big Ben | Famous Theatres","216.0"
"498","sale","51.52762","-0.12844","Cool Loft Style Central London Flat",""
"499","sale","51.40261","-0.03656","Victorian Terrace interior designed","200.0"
"500","rent","51.52913","-0.21995","1 Double Bedroom Flat",""
"501","rent","51.53522","-0.0351","Private King - Room  East London","33.0"
"502","rent","51.55407","-0.05365","Beautiful Edwardian flat in Hackney",""
"503","sale","51.54187","-0.04381","shared double room in flat",""
"504","rent","51.55708","0.00855","Lovely double room + own bathroom",""
"505","rent","51.53133","0.01942","Double Room close to Olympic Park!",""
"506","rent","51.61281","0.04213","Double bedroom near Olympic Park",""
"507","rent","51.50979","-0.1217","Room available for London Olympics",""
"508","rent","51.48276","-0.33246","room to rent for olympic traveller",""
"509","sale","51.50168","-0.01254","The heart of Canary Wharf",""
"510","sale","51.56872","0.0654","Beautiful room in Victorian house","65.0"
"511","rent","51.50926","-0.19391","1 Bed Notting Hill during Olympics",""
"512","rent","51.32384","-0.13636","ensuit with huge living room",""
"513","rent","51.56565","0.01547","Double Room close toOlympic Stadium","50.0"
"514","sale","51.56066","0.00748","Great Olympic Room in Leytonstone *",""
"515","sale","51.49923","-0.12972","Luxury Apartment Close To Big Ben",""
"516","rent","51.51602","-0.18835","Large bedroom in big flat-Bayswater",""
"517","sale","51.49276","-0.20001","Best Apartment in Kensington !",""
"518","rent","51.50804","-0.19356","LOVELY DOUBLE BEDROOM AVAILABLE",""
"519","rent","51.53453","-0.0871","Enjoy canal and city views & 24/7 concierge","165.0"
"520","rent","51.56097","0.07602","ILFORD - 2 DR (1 private bathr + 1 en-suite bathr)",""
"521","sale","51.55881","-0.14118","Self-contained studio appartment with private bath","57.0"
"522","rent","51.51806","-0.19851","Gorgeous little flat in Notting Hill London",""
"523","sale","51.45908","-0.12156","BrixtonTwin-Bed w/Private bh/room",""
"524","rent","51.47497","0.02577","Walk to 8 events - Greenwich room",""
"525","sale","51.47417","0.02622","Walk to 8 events - Greenwich room",""
"526","sale","51.47465","0.02611","Walk to 8 events - Greenwich room",""
"527","rent","51.53462","-0.01038","PARALYMPIC TOP FLOOR FLAT-STRATFORD","250.0"
"528","sale","51.60044","-0.06553","Late-Booking - Great Olympic Base",""
"529","rent","51.4997","-0.18657","Great flat facing Kensington Palace",""
"530","rent","51.64933","-0.19822","Stunning large room",""
"531","sale","51.53644180297852","-0.0765609964728355","Bright Nice ROOM Shoreditch Haggerston Avail","43.0"
"532","rent","51.52275","0.02541","Nice spacious room","36.0"
"533","rent","51.47145","-0.16431","Double Bed in Beautiful Development",""
"534","sale","51.53621","-0.20301","Cosy Queens Park 1 Bed Garden Flat","120.0"
"535","sale","51.5504","-0.11394","Perfectly Located Beautiful Apartment & free gym","122.0"
"536","rent","51.54139","-0.07079","Ensuite Room - Shoreditch / Dalston",""
"537","sale","51.53881","-0.14271","Big room in heart of Camden Town",""
"538","rent","51.51556","-0.16527","Living in the heart of London","114.0"
"539","rent","51.48065","-0.02831","GREENWICH APARTMENT OLYMPIC LET",""
"540","rent","51.53851","-0.05742","Spacious Modern 1 Bed Flat Hackney",""
"541","rent","51.53463","-0.21928","Gorgeous characterful flat-Olympics",""
"542","sale","51.54418","0.01951","Penthouse Single Room",""
"543","sale","51.52395","-0.19797","Double room near Portobello & Maida Vale","69.0"
"544","sale","51.5117301940918","-0.0739450007677078","Tower Bridge & Tower of London",""
"545","rent","51.52251","-0.19818","Room near Portobello & Paddington","54.0"
"546","sale","51.50509","-0.19373","Outstanding location Kensington",""
"547","rent","51.51546","-0.07355","High Rise Flat in Spitalfields","150.0"
"548","sale","51.56299","-0.04866","Well equipped spacious super king bed w/view zone2","91.0"
"549","rent","51.55262","-0.11528","Lovely Double in Islington Near tube. Zone 2",""
"550","sale","51.52056","-0.17868","Your Place in Little Venice 15 mins to West End","396.0"
"551","rent","51.43846","0.04284","Double bedroom in pleasant location",""
"552","sale","51.53725","0.00185","SPARE ROOM TO LET DURING OLYMPICS",""
"553","sale","51.54301","-0.13683","A beautiful little flat in Camden","115.0"
"554","rent","51.42451","-0.13546","Large bedroom in a family house","55.0"
"555","sale","51.49099","-0.14094","Double studio in Victoria 4A",""
"556","sale","51.53623","-0.1436","Double room Camden designer flat with own bathroom","98.0"
"557","sale","51.5344","-0.11295","London room - 15 mins to Eurostar","45.0"
"558","sale","51.53144","-0.28779","Spacious 2 bed flat Ealing sleeps one family of 5","149.0"
"559","rent","51.53272","-0.39964","Heathrow Express A calm after storm",""
"560","sale","51.53309","-0.40175","Airport Connections - Heathrow",""
"561","rent","51.53324","-0.40139","A stone throw away - Heathrow Homes",""
"562","rent","51.51839","-0.03803","Central Modern Apartment for 6","194.0"
"563","rent","51.50921","-0.06122","2 Bed Garden Flat near Tower Bridge",""
"564","rent","51.49113","-0.14117","Brand new studio in Victoria 8A",""
"565","rent","51.53004","-0.04358","Large 1 bed garden flat on canal!",""
"566","sale","51.51791","-0.20092","Notting Hill Garden Studio Room +Cats","79.0"
"567","sale","51.4901","-0.14071","Cosy single studio in Victoria 14A",""
"568","rent","51.48962","-0.13924","Double Studio in Victoria 5A",""
"569","rent","51.42277","-0.08","Come enjoy our hospitality","39.0"
"570","rent","51.49146","-0.13895","Brand new studio in Victoria 12A",""
"571","rent","51.49123","-0.14124","Brand new studio in Victoria 11A",""
"572","sale","51.48794","-0.20358","West Kensington central London","58.0"
"573","sale","51.48961","-0.13966","Studio with private terrace near Victoria 9A",""
"574","rent","51.53721","-0.07708","Regents Canal","179.0"
"575","sale","51.53112","-0.07208","Shoreditch with Garden!!!","96.0"
"576","sale","51.45414","-0.07921","Gorgeous East Dulwich flat (also family friendly)",""
"577","sale","51.53066","-0.08197","Framery Loft","176.0"
"578","rent","51.52661","-0.33616","LAST MINUTE - SINGLE ROOM","30.0"
"579","rent","51.52365","-0.10321","Ensuite Clerkenwell Loft-Style St John's Sq",""
"580","sale","51.55","-0.0645","Two Bed Chic Flat in London's Trendy Dalston",""
"581","sale","51.48945","-0.14052","Ensuite Studio in Victoria 6A",""
"582","sale","51.49121","-0.14135","Brand new studio in Victoria 13A",""
"583","rent","51.48731","-0.11603","3 Bed 2 Bath Warehouse loft Zone 1","361.0"
"584","sale","51.55041","-0.08782","Large private flat close to central London","134.0"
"585","sale","51.59904","-0.08783","Single Cosy Room+FastWifi No snorers","34.0"
"586","sale","51.49095","-0.2061","Newly furnished flat in Kensington",""
"587","rent","51.51794","-0.07518","Shoreditch/The City/Spitalfields","63.0"
"588","rent","51.5147","-0.20266","Notting Hill Penthouse Apartment",""
"589","rent","51.57121","-0.03119","Just minutes away from the games!",""
"590","sale","51.55207","-0.10342","Lovely Victorian home - trendy area","229.0"
"591","sale","51.46644","-0.11805","Spacious & Bright with terrace","72.0"
"592","rent","51.53832","-0.07626","Excellent Shoreditch apartment - massive discount","160.0"
"593","rent","51.55346","-0.05543","Single room in a peaceful comfortable Hackney flat",""
"594","rent","51.49913","-0.1149","BEST LOCATION in Central London","207.0"
"595","sale","51.50127","-0.22707","Your Studio Flat in London-Olympics",""
"596","rent","51.58419","-0.10129","Doppelzimmer in Nordlondon",""
"597","rent","51.53759","-0.19909","Modern stylish child friendly flat in Queens Park","130.0"
"598","sale","51.52498","-0.07102","Bright & Quiet Top floor Converted Warehouse","195.0"
"599","sale","51.48075","-0.20877","Bright & spacious double room/ bathroom in Fulham",""
"600","rent","51.43077","-0.21351","Wimbledon studio 350 m from Tennis","160.0"
"601","rent","51.51652","-0.19365","Chic NottingHill Double Bedroom",""
"602","rent","51.46175","-0.00882","Double room in beautiful Victorian home","38.0"
"603","rent","51.51165","-0.20618","Notting Hill Beautiful ensuite Room","113.0"
"604","rent","51.54192","0.01368","Beautiful apartment  in Stratford",""
"605","rent","51.53347","-0.0614","Cosy Double bed Broadway Mkt Hackney","61.0"
"606","sale","51.54147","-0.05576","Spacious Designer Garden Flat in Hackney","132.0"
"607","rent","51.48952","-0.11233","CENTRAL LONDON ZONE1 EXCLUSIVE USE GREAT VIEWS","500.0"
"608","sale","51.50511","-0.0929","Bankside apartment near Borough market #1",""
"609","sale","51.55449","-0.07653","Spacious in Dalston/Stoke Newington",""
"610","rent","51.53228","-0.38253","NICE COSY DOUBLE ROOMS FORSHORT LET","35.0"
"611","sale","51.55946","-0.06979","Lovely dble room in vibrant E.Ldn","89.0"
"612","rent","51.56051","-0.08439","2 bed split level flat in Stoke Newington",""
"613","sale","51.47262","0.03785","Beautiful Private Room",""
"614","sale","51.5227","-0.03122","Delightful triple room in Central London","63.0"
"615","rent","51.48099","0.00819","Bright Double near Greenwich Park","74.0"
"616","rent","51.56659","-0.09823","A tranquil garden flat with artistic decor","166.0"
"617","rent","51.52852","-0.17842","One/ Two bed-flat in St Johns Wood",""
"618","sale","51.43732","-0.04979","MODERN AND BRIGHT 1 BEDROOM FLAT",""
"619","sale","51.60501","-0.12374","COSY HUB | Piccadilly Line | 20 m Central London","32.0"
"620","rent","51.54553","-0.00079","Stay close to Olympic Village","60.0"
"621","rent","51.46181","-0.00814","Cosy twin room in lovely Victorian Home","31.0"
"622","sale","51.52069","-0.22509","Great Sunny Room nr Notting Hill","46.0"
"623","sale","51.48114","0.03215","Comfortable Private Bedroom in Greenwich near 02","44.0"
"624","rent","51.549595799309046","-0.1650560349226038","Studio 10.  2min to Belsize Park Station","74.0"
"625","sale","51.53735","-0.07938","Double bedroom with ensuite Regents Canal Hackney","49.0"
"626","rent","51.51553","-0.19757","Charming Notting Hill Garden Flat",""
"627","rent","51.56735","0.01479","Fab double room 4 mins from tube","43.0"
"628","rent","51.56743","0.01309","Great double room 4 mins from tube!","31.0"
"629","sale","51.52077","-0.05003","Flat in Private Historical Building","95.0"
"630","sale","51.53187","-0.08883","Great Double Rooms In London City","68.0"
"631","rent","51.546","-0.06997","Stylish Spacious Warehouse Conversion Dalston Mews","126.0"
"632","sale","51.527035475337385","-0.0728361836757399","Double room in Shoreditch","49.0"
"633","sale","51.59552","0.00143","**Lovely Double Room + Wifi**","23.0"
"634","sale","51.5581","-0.08628","Beautiful Stoke Newington Home",""
"635","sale","51.55431","-0.0948","NICE DBLE  ROOM IN N. LONDON HOUSE",""
"636","sale","51.51334","-0.12649","WONDERFUL FLAT  IN COVENT GARDEN","350.0"
"637","sale","51.46027192760353","-0.1172788815679153","Sm double room  with own bathroom","35.0"
"638","rent","51.55389","-0.07227","Entire Flat – vibrant Dalston",""
"639","sale","51.5247","-0.11577","Lovely 3 bedroom house Bloomsbury",""
"640","sale","51.60789","-0.3713","Lovely room in a quiet area","48.0"
"641","rent","51.51426","-0.20473","Notting hill Portobello Artist Garden Flat","202.0"
"642","rent","51.42774","-0.1075","A friendly welcome to London!",""
"643","rent","51.5234","-0.10619","Central London - BIG Double Room","46.0"
"644","sale","51.43346","-0.22078","Sunny garden flat in Wimbledon","88.0"
"645","sale","51.41715","-0.30322","Spacious Double Room Central Kingston SW London","73.0"
"646","rent","51.53624","-0.22725","FAMILY HOME - Bakerloo Line.  3 bed",""
"647","rent","51.56363","-0.0034","Cosy retreat in Leyton 4 stops to CITY!","95.0"
"648","sale","51.55721","-0.009","Twin Bedded Room in clean house","54.0"
"649","rent","51.5568","-0.00958","Single Room to let in Clean House","34.0"
"650","sale","51.46814","-0.12023","Garden flat in Georgian Townhouse","158.0"
"651","sale","51.46887","-0.11875","Spacious flat in Georgian Townhouse","186.0"
"652","sale","51.50174","-0.09204","Your friendly place at London Bridge",""
"653","rent","51.50047","0.03172","2 Bed Ideal for Excel /River Views",""
"654","rent","51.44805","-0.12537","Rooms Available in stylish Brixton apartment",""
"655","sale","51.60251","-0.14327","Studio flat in quiet Muswell Hill","68.0"
"656","sale","51.48611","-0.37368","Extra Large Double Bedroom","55.0"
"657","rent","51.48638","-0.36748","SPACIOUS ROOM IN ARTISTIC BUNGALOW","43.0"
"658","rent","51.4791","-0.17991","BEAUTIFUL COSY CHELSEA FLAT","43.0"
"659","rent","51.51172","-0.18651","3 minutes from Kensington Gardens",""
