"id","type","latitude","longitude","name","price"
"660","sale","51.5276","-0.06141","Veggie Vegan Ensuite Near Brick Lane","53.0"
"661","rent","51.49393","-0.22965","Modern Triple Studio  Zone 2 Hammersmith (5)","99.0"
"662","sale","51.46261","-0.1517","Zone 2 Dbl bed 1GB WiFi Private WC Shower. Nr park","64.0"
"663","rent","51.43559","-0.12159","My Flat is near train stations",""
"664","sale","51.48437","0.03026","Secret Charlton Greenwich Borough Mews CoachHouse",""
"665","sale","51.51518","-0.19108","short to medium term airbnb singles/c Lon/Hydepark","72.0"
"666","sale","51.60481","-0.12362","SUPER XL ATTIC | Piccadilly Line | 16m KING'S X","43.0"
"667","sale","51.49739","-0.1733","stunning apartment in Chelsea (LONG TERM ONLY)","100.0"
"668","rent","51.47182","-0.07694","Gorgeous room in South East London!",""
"669","sale","51.4907","-0.19178","Professionally Cleaned Aircon Apartment Earls Ct.","260.0"
"670","rent","51.58224","-0.09474","Comfy Studio Private Garden/Kitchen","79.0"
"671","sale","51.46656","-0.08615","Double Room in Denmark Hill",""
"672","rent","51.55038","-0.16662","Cozy Room-Belsize Park/Hampstead/Camden","58.0"
"673","sale","51.55957","-0.11207","Beautiful room in lovely home.","71.0"
"674","sale","51.50531","-0.06674","Comfortable Historic Houseboat",""
"675","rent","51.51293","-0.19956","Little gem.Notting Hill. Location!",""
"676","sale","51.44467","-0.14949","4 Bedroom House in Balham SW London",""
"677","rent","51.51536","-0.28161","Beautiful En-suite Room in London","60.0"
"678","rent","51.52513","-0.10104","Designer flat Clerkenwell - renovated like new","182.0"
"679","rent","51.49151","-0.14144","Brand new studio in Victoria 15A",""
"680","sale","51.50681","-0.19433","Luxury Kensington Gardens Flat",""
"681","sale","51.47116","-0.08325","Comfortable double room in Camberwell","26.0"
"682","sale","51.50239","-0.21579","Quiet studio flat in west London",""
"683","sale","51.54896","-0.06093","Double bedroom - 10 min to City",""
"684","rent","51.52488","0.01972","London room for rent - good value!",""
"685","sale","51.53499","-0.22943","Spacious and light townhouse","279.0"
"686","rent","51.52885","-0.18649","STYLISH DESIGNER APARTMENT","197.0"
"687","sale","51.53341","-0.06358","2 bedroom - Shoreditch & B'way Mrkt",""
"688","rent","51.54362","-0.06747","Georgian 1bed London Fields Dalston",""
"689","rent","51.48982","-0.1412","Double Studio in Victoria 1A",""
"690","sale","51.53943","0.00139","Homely Victorian House in Stratford",""
"691","rent","51.42182","0.04598","Lovely room suitable for lady only","27.0"
"692","rent","51.53767","0.00438","Homely private room",""
"693","rent","51.52878","-0.1178","Quiet Bloomsbry/KingsX home 7dy-6mo",""
"694","sale","51.54542","0.02485","Large Cosy Apartment with Garden E7",""
"695","rent","51.4646","-0.06761","Double Room in a Cozy 1 bed flat",""
"696","sale","51.55102","-0.20585","2 Bed flat with garden in West Hampstead","300.0"
"697","sale","51.46065902709961","-0.1207410022616386","Calm Luxe Hotel Styled 2 Bed in Vibrant Brixton","156.0"
"698","sale","51.50125","-0.08042","Fabulous flat for foodies and city explorers","93.0"
"699","rent","51.4687","-0.19012","Beautiful Large Double Bedroom",""
"700","sale","51.51438","-0.21112","Beautiful Notting Hill Garden Apartment",""
"701","sale","51.55179","-0.07153","Airy Loft Studio with en-suite bathroom","75.0"
"702","rent","51.49409","-0.1378","Central London flat + skyline views",""
"703","sale","51.48663","-0.18772","Family apartment in Redcliffe Sq",""
"704","rent","51.526558","-0.092664","London Panorama","285.0"
"705","sale","51.56018","-0.14532","Single room in large house Gospel Oak/Tufnell Park","55.0"
"706","sale","51.54379","-0.06428","Dbl room large modern apt East Lon","53.0"
"707","rent","51.45613","-0.07069","Room in 2 Bedroom Flat with balcony","162.0"
"708","sale","51.53309","-0.08079","1-BD Flat In The Heart Of Hoxton And Shoreditch","57.0"
"709","rent","51.5205","-0.04314","Stunning Art Deco flat East London","100.0"
"710","sale","51.50098","-0.21206","2025 Minimum stay now reduced to two nights","140.0"
"711","sale","51.54027","-0.13699","Spacious Comfy 2BR flat",""
"712","sale","51.52683","-0.0954","ZONE 1 - Spacious 1 bed Flat Close to amenities","106.0"
"713","sale","51.50147","-0.09363","Gorgeous 1st floor apartment - 1 min from station","125.0"
"714","rent","51.56329","-0.19487","Appartement tout confort  Hampstead",""
"715","rent","51.51065","-0.27588","BEAUTIFUL STUDIO SKYLINES  wifi WHOLE FLAT",""
"716","sale","51.50974","-0.27753","BALCONY/OVERLOOKING RUGBY GROUND WI FI  WHOLE FLAT","75.0"
"717","rent","51.49407","-0.07654","FEMALES ONLY","79.0"
"718","sale","51.53066","-0.09628","Beautiful 2 bedroom flat in Central London","172.0"
"719","sale","51.43759","-0.31754","private dblbedroom in Ham/ Richmond","60.0"
"720","rent","51.51601","-0.20197","Beautiful Notting Hill Apartment","245.0"
"721","rent","51.36578750610352","-0.1933670043945312","Studio Flat off Sutton High Street (Ground Flr)","90.0"
"722","sale","51.50136","-0.09053","London Bridge - one bedroom flat","143.0"
"723","rent","51.53983","-0.1654","Large Primrose Hill Garden Flat",""
"724","sale","51.47148","-0.03349","Private Bath Family room - London Bridge 1 stop","75.0"
"725","sale","51.5186","-0.11288","Beautiful Apt Chancery Lane/Holborn (Superhost)","180.0"
"726","sale","51.49666","0.01268","Modern 3 Bed Greenwich apartment on the river 0131","191.0"
"727","sale","51.50886","-0.27592","(1)SKYLINES LOVELY BRIGHT STUDIO WI FI","84.0"
"728","rent","51.51073","-0.2807","London house with en-suite rooms 2","55.0"
"729","rent","51.50827","-0.28149","London house with en-suite rooms 1","55.0"
"730","sale","51.49738","-0.21123","Lovely 1 bedroom flat in Kensington",""
"731","rent","51.51088","-0.27716","London house with en-suite rooms 4","55.0"
"732","sale","51.36782","-0.12249","Large and spacious  family bedroom","43.0"
"733","rent","51.36782","-0.12249","Nice single room with small double bed","37.0"
"734","rent","51.57822","-0.11925","London -Gorgeous Bright Double Room",""
"735","sale","51.52112","-0.10764","Private room in Central London","45.0"
"736","sale","51.52887","-0.11097","The Lookout: London's Panoramic 3 Bed","708.0"
"737","sale","51.51394","-0.12592","Cosy apartment in Covent Garden","167.0"
"738","rent","51.56711","-0.05161","Gorgeous family riverside flat","111.0"
"739","sale","51.5378","-0.1891","Luxury 2 Bed Apt in lovely Period Property",""
"740","sale","51.53939","-0.12102","Charming room in Kings Cross","71.0"
"741","sale","51.5268","-0.05791","double garden bedroom with ensuite","70.0"
"742","sale","51.52043533325195","-0.1228440031409263","Super Central Quality Stylish Flat","158.0"
"743","rent","51.55514","-0.12581","Crayford - Camden Islington","124.0"
"744","rent","51.55368","-0.00055","Large double room with private en-suite bathroom","63.0"
"745","sale","51.43791","-0.22387","3-bedroom Cottage by Wimbledon Common",""
"746","sale","51.49237","-0.04338","River Thames little Cosy Studio","80.0"
"747","sale","51.51918","-0.18648","Room in Central London Paddington",""
"748","sale","51.5228","-0.19086","Charming Studio with Patio Garden",""
"749","rent","51.48344","-0.10678","Private room in Inner London","57.0"
"750","sale","51.54117","-0.13793","Stylish Apartment","93.0"
"751","rent","51.48719902571948","-0.0934065526486563","Very big 1 bedroom flat in Central London","138.0"
"752","sale","51.48893236270828","-0.0950598532351449","Central private room: convenient and chic","70.0"
"753","sale","51.45482","-0.10801","Lovely town house in Herne Hill with 2 cute cats","200.0"
"754","rent","51.45771","-0.10989","Modern One Bedroom Flat in Brixton","49.0"
"755","sale","51.53765","-0.05126","Beautiful Double Room: downstairs","45.0"
"756","sale","51.4877","-0.1511","Chelsea Apartment","499.0"
"757","rent","51.52103","-0.13842","1BD apartment in heart of London W1","119.0"
"758","rent","51.53955","-0.15455","Historic art house in London's finest location!","619.0"
"759","rent","51.50553","-0.25358","2 Bed West London Flat","75.0"
"760","sale","51.51211","-0.19697","*Notting Hill* Mr & Mrs Smith Style",""
"761","sale","51.56479","-0.08222","Double room  private bathroom  LGBT friendly home","75.0"
"762","sale","51.55434","0.0006","Large double room with private toilet/shower","68.0"
"763","rent","51.42822","-0.12688","Double Room in Lovely Bright Edwardian House.","29.0"
"764","sale","51.48957","-0.13286","Lovely Studio Next to Pimlico St",""
"765","sale","51.54263","-0.05542","1 Bedroom flat in London Fields Hackney","120.0"
"766","sale","51.50683","-0.26551","Private room with double bed","40.0"
"767","rent","51.51728","-0.20561","Room in Designer House Notting Hill","80.0"
"768","sale","51.53556","-0.11553","Stunning Kings X Penthouse with Huge Sun Terrace","183.0"
"769","sale","51.57726","-0.14456","Nearest Yurt in world next to tube!",""
"770","rent","51.47966","-0.22199","Spacious Double Bedrooms in Fulham/Hammersmith","76.0"
"771","rent","51.4782","-0.2204","3 Double Rooms by River in Fulham shared house","76.0"
"772","sale","51.39429","-0.14765","Trendy location close to the river",""
"773","sale","51.49016","-0.13909","Stunning Studio in Victoria 3A",""
"774","sale","51.60222","-0.0698","Modern flat w balcony in London N17",""
"775","sale","51.45929","0.009","Luxurious and modern house share",""
"776","rent","51.51955","-0.42535","ROOM EN-SUITE BATHROOM Heathrow & Film studios","36.0"
"777","sale","51.51183","-0.28093","London house with en-suite rooms 5","63.0"
"778","rent","51.56178","-0.05932","Beautiful Garden Flat in Hackney",""
"779","rent","51.50935","-0.27749","Bright London spaceious overlooking rugby ground","80.0"
"780","sale","51.50985","-0.04595","Quiet room for one person",""
"781","sale","51.52206","-0.21173","Cozy Notting Hill / Portobello Road",""
"782","rent","51.52659","-0.10062","Kingsized DoubleRoom Central London",""
"783","rent","51.49056","-0.14151","Brand new studio in Victoria 10A",""
"784","rent","51.50722","-0.22731","Cosy Medium sized room in Shepherds Bush","53.0"
"785","rent","51.49365","-0.22927","Cosy double","75.0"
"786","rent","51.49497","-0.22784","Modern Triple Studio Zone 2 Hammersmith (10)","89.0"
"787","rent","51.51682","-0.21084","Beautiful one bed in the heart of Notting Hill","99.0"
"788","rent","51.49491","-0.16404","Prime location luxury home","912.0"
"789","rent","51.52197","-0.14035","Beautiful 2-Bed Fitzrovia W1: Heart of London","700.0"
"790","rent","51.52622","-0.07084","Shoreditch studio flat with private terrace.","133.0"
"791","sale","51.49962","-0.09169","Room in spacious London Bridge flat",""
"792","rent","51.4191","-0.08696","Crystal Room","43.0"
"793","rent","51.53875","-0.04188","Large double room Victoria Park E9",""
"794","sale","51.56578","-0.09983","Bright guest room in gay household","53.0"
"795","sale","51.45283","-0.07801","Large loft room in friendly home",""
"796","rent","51.50396","-0.33479","Small Dbl Room-Hanwell W7. West London (Female)",""
"797","rent","51.43909","-0.35643","One bed/living space in Twickenham",""
"798","sale","51.46582","-0.1192","Creative room in a garden flat",""
"799","sale","51.45329","-0.30819","Double ensuite+terrace","95.0"
"800","sale","51.56743","-0.09464","Pretty Balcony Room - 10 mins to City",""
"801","rent","51.46343","-0.22933","coinquilino","75.0"
"802","rent","51.51383","-0.32563","House-London £45/person or £40/more than one",""
"803","rent","51.61059","-0.12688","Double Room Close to Tube Quiet Rd","58.0"
"804","rent","51.52971","-0.09545","Penthouse Central Dublin Apartment",""
"805","rent","51.45935","-0.16781","BEAUTIFUL LOFT SPACE - FAB LOCATION","144.0"
"806","rent","51.4985","-0.06852","Charming 2 Bedroom Rooftop  Flat in Bermondsey",""
"807","sale","51.53491","-0.05811","Amazing view of London with private roof terrace","125.0"
"808","sale","51.55014","-0.19538","Spacious One Bedroom Garden Flat",""
"809","sale","51.54429","-0.14767","Gated Central Camden 2B modern and quiet apartment","187.0"
"810","rent","51.52248","-0.07705","Cosy Shoreditch Studio in ArtDecoCinema Conversion","89.0"
"811","sale","51.4439","-0.03159","One bedroom near station","73.0"
"812","sale","51.38628","-0.12699","South London Garden Studio for two","26.0"
"813","sale","51.60444","-0.33522","Beautiful Non Smoking London Home","135.0"
"814","sale","51.5311","-0.09693","Large 2-bed designer apartment central London Z1",""
"815","rent","51.53036","-0.0914","Shoreditch Central/East London Lively Zone 1","50.0"
"816","sale","51.4954","-0.19073","Spacious and quiet 2-bedroom and 2-bathroom flat","175.0"
"817","rent","51.47915","-0.07601","Space in well equipped London pad","45.0"
"818","rent","51.47967","-0.21127","Lovely Modern Quiet En-suite Studio Room","75.0"
"819","sale","51.49675","-0.11615","Waterloo Heights Deluxe",""
"820","rent","51.51824","-0.05023","Stepney House - affordable luxury","81.0"
"821","sale","51.48106","-0.2092","Quiet single room in Fulham","56.0"
"822","rent","51.46908","-0.10101","Double Room close to Camberwell College and Kings","47.0"
"823","sale","51.58693","-0.09932","Sofa bed in the living room looks out to garden","27.0"
"824","rent","51.45483","0.0072","Comfy Double Room -  Home from Home inc. Breakfast",""
"825","sale","51.51304","-0.11952","Covent Garden - near everything!","210.0"
"826","rent","51.51642","-0.04865","Stepney House 2 - affordable Luxury",""
"827","rent","51.51293","-0.1282","The One and Only Place to Stay in Central London !","427.0"
"828","sale","51.52499","-0.15965","Luxury 2 Bed Designer Apartment","718.0"
"829","rent","51.53786","-0.04331","Lovely double room Victoria Park E9",""
"830","rent","51.45729594256051","-0.2905515141563287","Spacious Double in shared home close to Heathrow","71.0"
"831","rent","51.43475","-0.22082","Arty House 8min walk from Tennis","270.0"
"832","sale","51.423012","-0.216076","Wimbledon Village Sleeps 3 Cute Cottage","108.0"
"833","rent","51.5212","-0.12066","Spacious three bedroom flat in Bloomsbury",""
"834","rent","51.50314","-0.08217","SOUTH BANK- London Bridge-1bed flat",""
"835","sale","51.51284","-0.13454","Sharing a Soho Author's Studio",""
"836","rent","51.458831787109375","-0.2768740057945251","Richmond on Thames Huge quiet private  Studio!","135.0"
"837","rent","51.50868","-0.28004","Pop-Art Brand New Central Flat",""
"838","rent","51.55119","-0.18941","Stunning 2 Bedroom Flat in West Hampstead","303.0"
"839","rent","51.56403","-0.08346","Lovely House in Stoke Newington",""
"840","sale","51.59909","-0.08804","Single Room+Fast Wi-Fi/No snorers",""
"841","rent","51.54575","-0.16418","2 bed apartment in Victorian villa",""
"842","rent","51.56817","0.01493","Great double room 4 mins from tube","39.0"
"843","sale","51.46998","-0.0407","Room with a view","50.0"
"844","rent","51.54588","-0.25292","Comfortable Triple bunk beds & breakfast in London","38.0"
"845","sale","51.54792","-0.13807","Outstanding Apartment in Camden","500.0"
"846","rent","51.52538","-0.07394","Redchurch Penthouse- private room",""
"847","rent","51.53937","-0.18266","Central London 10 mins by tube Bond St/Westminster","162.0"
"848","rent","51.54681","-0.25418","Ideal family room with twin beds and a big sofabed","32.0"
"849","sale","51.41277","-0.31177","SW London-large modern flat. Great transport Links","122.0"
"850","rent","51.51003","-0.24418","Beautiful single room",""
"851","rent","51.50294","-0.23855","Cozy flat - Walking distance Notting Hill Carnival",""
"852","sale","51.51395","-0.194","Charming family home in Nottinghill",""
"853","rent","51.50078","-0.06812","SE LDN","240.0"
"854","rent","51.53466","-0.10312","Central London:  Sunny single room!",""
"855","rent","51.5373649597168","-0.06665900349617","Light-filled room with own amenities.",""
"856","rent","51.48251","-0.11179","Boutique bijoux garden flat in vibrant Oval","79.0"
"857","sale","51.474440251783705","-0.0179230803987299","room in central greenwich london R","38.0"
"858","sale","51.54978","-0.08562","1BD apartment in Trendy Dalston","68.0"
"859","sale","51.54746","-0.07214","Modern apt in Trendy Dalston","72.0"
"860","sale","51.54856","-0.20441","Stunning Flat with Private Garden","66.0"
"861","sale","51.42605","-0.14587","Lovely Family friendly Rooms (no 4 and 5)","143.0"
"862","sale","51.44062","-0.02236","Spacious Comfortable Double Room in South London",""
"863","rent","51.52199","-0.11854","Beautiful family flat in Bloomsbury","196.0"
"864","rent","51.55765","-0.053","Whole private self-contained studio @ Clapton Pond","81.0"
"865","rent","51.48789","-0.2101","Lovely Kensington Apartment",""
"866","sale","51.52342","-0.22249","En-suite studio in private house-Kensington",""
"867","sale","51.52655","-0.10032","Beautiful double room zone 1 London",""
"868","rent","51.46816","-0.1159","Big&Cosy Double Room B/W Stockwell-Brixton-Clapham",""
"869","sale","51.56121","-0.28788","Quiet Haven in London/2nd bedroom","170.0"
"870","rent","51.51433","-0.21566","Modern 2bed/2bath - Notting Hill",""
"871","rent","51.53853","-0.18151","Cosy home 10 min bus Regents Park and Baker St","179.0"
"872","rent","51.57844","0.11996","AROOM TO LET - month",""
"873","sale","51.53039869503233","-0.2893737382621013","Spacious Double Room A @ Leafy West London Zone 3","37.0"
"874","rent","51.49004","-0.1622","Stunning views & luxury on Kings Rd",""
"875","sale","51.51334","-0.12649","COVENT GARDEN TWO BEDROOM FLAT","300.0"
"876","sale","51.52228","-0.17181","Your home from home in central London",""
"877","sale","51.57558441162109","-0.1383100003004074","Beautiful Victorian House & Garden","225.0"
"878","rent","51.41984","-0.1328","Victorian Hse S.London near station",""
"879","sale","51.44579","-0.20314","Charming 2-BR Maisonette | Stylish SW London Stay","114.0"
"880","sale","51.53464","-0.10048","Central London Zone1 Big Doubleroom",""
"881","rent","51.52969","0.02176","Lovely and cozy London garden flat",""
"882","rent","51.51769","-0.27712","Single room overlooking garden",""
"883","rent","51.54132","-0.06799","Sunny double room in London Fields",""
"884","sale","51.53831","-0.06117","Bright beautiful trendy London APT","85.0"
"885","sale","51.51846","-0.2804","Double/ Twin room with ensuite toilet",""
"886","rent","51.5321","-0.08736","Double room + private terrace in Hoxton","50.0"
"887","rent","51.52261","-0.07561","5★ The best 1 bed in Shoreditch","168.0"
"888","rent","51.54754","-0.06782","Double Room in Central Dalston Penthouse","50.0"
"889","rent","51.53914","-0.17723","Bedroom with own toilet/Central","76.0"
"890","rent","51.62731","-0.16375","beautiful  flat for rent N London","120.0"
"891","rent","51.62889","-0.16379","beautiful maisonette for rent","125.0"
"892","sale","51.59629","-0.11217","Nice and Friendly Studio",""
"893","rent","51.50529","-0.26685","Double room with free internet.","36.0"
"894","sale","51.53926","-0.10832","Architect designed studio flat","180.0"
"895","sale","51.52887","-0.19244","Lovely 2bd flat central Maida Vale","172.0"
"896","rent","51.5479","-0.06752","Upside-Down House- Dalston",""
"897","sale","51.49874","-0.22713","Double bedroom in amazing flat","61.0"
"898","sale","51.54875","-0.19877","Bright And Airy One Bedroom Flat","70.0"
"899","sale","51.55358","-0.03859","Peaceful Double Room- Hackney","35.0"
"900","rent","51.48984","-0.26898","Chiswick: 2 bedroom Garden Flat","198.0"
"901","rent","51.4927","-0.25134","Stylish maisonette in leafy Chiswick Village","245.0"
"902","rent","51.50276","-0.25838","Deluxe Family Room (R4)",""
"903","rent","51.50093","-0.25881","Cosy Room in Leafy Chiswick (R1)","38.0"
"904","sale","51.48763","-0.1906","Single garden room CHELSEA",""
"905","sale","51.46069","-0.09662","Nice/well located flat in London!","145.0"
"906","sale","51.4888","-0.14246","Charming 3 Bedroom House in Pimlico","448.0"
"907","rent","51.52031","-0.12434","Bright & Spacious apt in Bloomsbury","171.0"
"908","sale","51.53079","-0.03039","Converted Church Hall Apartment",""
"909","sale","51.49911","-0.0992","LONDON EYE VIEWS","140.0"
"910","rent","51.50263","-0.07693","Spacious 2BD with Parking included",""
"911","sale","51.48733","-0.18425","Lovely self-contained flat in Chelsea with garden",""
"912","rent","51.48105","-0.14846","Large 1 bed in Chelsea Bridge Wharf",""
"913","sale","51.53918","0.03891","Gorgeous Spacious Bright Apartment",""
"914","rent","51.52644","-0.06999","Super Trendy flat in Shoreditch","140.0"
"915","sale","51.52707","-0.12441","Bloomsbury London WC1 large studio",""
"916","rent","51.45595","-0.08442","London for Less","57.0"
"917","rent","51.50714","-0.125","Trafalgar Square-king or 2 singles Super Host","150.0"
"918","rent","51.54669","-0.17348","Prime Location! Stunning studio NW3","147.0"
"919","rent","51.51219617821748","-0.1260354317010145","Covent Garden",""
"920","sale","51.46452","-0.07779","Cosy double room in welcoming home.","56.0"
"921","sale","51.49668","-0.21162","Luxe apartment in Kensington Olympia","144.0"
"922","sale","51.54572","-0.17056","Stunning 2bed 2bath in Central London","350.0"
"923","sale","51.56635","-0.08058","Double with bathroom in LGBT friendly home","85.0"
"924","sale","51.60936","-0.12911","Twin room Close to tube Quiet Road","68.0"
"925","sale","51.60909","-0.12953","Single Room Close To Tube Quiet Rd","44.0"
"926","sale","51.51694","-0.04861","Stepney House 3 - affordable LUXURY","212.0"
"927","rent","51.51334","-0.12649","FAB. FLAT IN COVENT GARDEN- 7 DIALS","250.0"
"928","sale","51.502765","-0.0924103999999999","Stylish Central London Bridge Apartment","146.0"
"929","rent","51.52349538179581","-0.1022855151131292","Central Clerkenwell 4-poster","95.0"
"930","rent","51.51931381225586","-0.2125609964132309","Chic 1st floor Portobello Balcony apartment",""
"931","rent","51.54747","-0.13747","1 Bed Flat off Kentish Town High St","99.0"
"932","sale","51.55916","-0.19309","Private Entrance En-Suite in beautiful Hampstead",""
"933","rent","51.48678","0.05079","Relaxing Georgian house in London","105.0"
"934","sale","51.56736","-0.12011","Sunny Single Room Finsbury Park",""
"935","sale","51.55371","-0.04614","South facing charming vibrant/cool Clapton/Hackney","49.0"
"936","rent","51.47578","-0.21164","Modern room with an italian touch","80.0"
"937","rent","51.44947","-0.18224","Bright & Beautiful 1 Bed Garden Flat",""
"938","sale","51.45749","-0.09993","A private room for two in London in Zone 2","41.0"
"939","sale","51.52466","-0.16695","SUPER CENTRAL LOCATION LOVELY 1 BR!",""
"940","sale","51.48836","-0.1096","Entire 3 Bedroom flat (No living room) @Kennington",""
"941","sale","51.50826","-0.22575","Smart Medium Sized Room","53.0"
"942","rent","51.50007","-0.24698","Separate studio with own entrance in Hammersmith",""
"943","rent","51.44812","-0.13061","Clapham ensuite double bedroom","81.0"
"944","sale","51.52098883218663","-0.0478667728613672","Victorian mansion block in London's East End.","160.0"
"945","rent","51.51334","-0.05743","Dble room very near train st - no cleaning fee","56.0"
"946","rent","51.54255","-0.06098","Welcome to  London Fields",""
"947","sale","51.60576","-0.06212","King-size en suite N17 medium term Feb-April 2025","120.0"
"948","sale","51.42752","-0.18893","Comfortable family home close to the Tennis",""
"949","rent","51.49859","-0.20271","Double room  close to Kensington palace","81.0"
"950","rent","51.52901","-0.04079","Cosy Stylish Flat by Canal in East London E2","105.0"
"951","sale","51.48118","-0.10081","Lovely room on the edge of Zone1",""
"952","sale","51.48996","-0.18355","South Kensington Penthouse with large roof terrace","258.0"
"953","rent","51.51153","-0.11805","2 Bedr/ 3 Beds/ 1 Bath Thames/Trafalgar SQ/Thames","220.0"
"954","sale","51.50202","-0.25875","Beautiful Double Room (R2)","41.0"
"955","sale","51.48897","-0.19587","3 Bedroom Garden Flat - Central Location","252.0"
"956","rent","51.57744","-0.201","Lovely double ensuite in great area",""
"957","sale","51.56096","-0.28707","Quiet Haven in London/3rd bedroom","155.0"
"958","sale","51.50772","-0.28183","London house with en-suite rooms 3","55.0"
"959","sale","51.53793","-0.07628","Two bedroom apartment in Shoreditch",""
"960","rent","51.53722","-0.07681","Big bedroom near shoreditch!",""
"961","sale","51.52018","-0.24513","Lovely self contained private studio room in W12",""
"962","rent","51.55642","-0.08549","Delightful Double Bedroom","54.0"
"963","rent","51.5262","-0.19275","Designer Art Deco home in Maida Vale",""
"964","rent","51.58537","-0.22388","Spasious double room in Hendon Central","35.0"
"965","rent","51.49673","-0.20203","Small Double Room /terrace/bathroom","87.0"
"966","sale","51.44758","0.05243","Cottage","171.0"
"967","rent","51.52455","-0.196","Chic Double En-Suite in Heart of West End","62.0"
"968","rent","51.55859","0.09906","Beautiful room in a beautiful flat",""
"969","sale","51.47528","-0.01844","room in central greenwich london","45.0"
"970","sale","51.52126","-0.13346","Cozy Fitzrovia studio on cobbled st","137.0"
"971","sale","51.51642","-0.07284","Huge King Room in the Centre of London! Epic view",""
"972","sale","51.51642","-0.07284","Central London City Double Room - Walk Everywhere",""
"973","sale","51.51642","-0.07284","Central London City Double Room -Walk to Anywhere",""
"974","sale","51.55632","-0.19703","Large bright dbl rm w-hampstead-2","64.0"
"975","rent","51.47922","-0.25134","A Cosy Double Room Near The River!","55.0"
"976","sale","51.479","-0.25807","Comfy Double Room near the River Thames",""
"977","rent","51.47946","-0.17047","Great location in London 1+1  flat. By the river.",""
"978","sale","51.5069","-0.24293","Penthouse Studio - West London","1093.0"
"979","sale","51.49694442749024","-0.1833100020885467","Ground Floor Interior Designed 1Bed","195.0"
"980","rent","51.45083","-0.14218","Modern Victorian 4 Bed in Clapham",""
"981","rent","51.52198","-0.13733","West End - Third - Top floor - Superior apartment","141.0"
"982","sale","51.48427683724941","-0.1742138459066795","Stunning Bright Chelsea 2BR flat","164.0"
